source_verse	size	miss_end_verse	OCCB-simplified	04025019
source_verse	size	miss_end_verse	OCCB-simplified	09020042
source_verse	size	missing_verse	OCCB-simplified	11022043
source_verse	size	missing_verse	OCCB-simplified	13012004
source_verse	size	missing_verse	OCCB-simplified	19051001
source_verse	size	missing_verse	OCCB-simplified	19052001
source_verse	size	missing_verse	OCCB-simplified	19054001
source_verse	size	missing_verse	OCCB-simplified	19060001
source_verse	size	miss_end_verse	OCCB-simplified	43007053
source_verse	size	extra_end_verse	OCCB-simplified	47013014
