target_verse	size	missing_book	GLT	01
target_verse	size	missing_book	GLT	02
target_verse	size	missing_book	GLT	03
target_verse	size	missing_book	GLT	04
target_verse	size	missing_book	GLT	05
target_verse	size	missing_book	GLT	06
target_verse	size	missing_book	GLT	07
target_verse	size	missing_book	GLT	09
target_verse	size	missing_book	GLT	10
target_verse	size	missing_book	GLT	11
target_verse	size	missing_book	GLT	12
target_verse	size	missing_book	GLT	13
target_verse	size	missing_book	GLT	14
target_verse	size	missing_book	GLT	18
target_verse	size	missing_book	GLT	19
target_verse	size	missing_book	GLT	20
target_verse	size	missing_book	GLT	21
target_verse	size	missing_book	GLT	22
target_verse	size	missing_book	GLT	23
target_verse	size	missing_book	GLT	24
target_verse	size	missing_book	GLT	25
target_verse	size	missing_book	GLT	26
target_verse	size	missing_book	GLT	27
target_verse	size	missing_book	GLT	28
target_verse	size	missing_book	GLT	29
target_verse	size	missing_book	GLT	30
target_verse	size	missing_book	GLT	33
target_verse	size	missing_book	GLT	34
target_verse	size	missing_book	GLT	35
target_verse	size	missing_book	GLT	36
target_verse	size	missing_book	GLT	37
target_verse	size	missing_book	GLT	38
target_verse	size	missing_book	GLT	39
target_verse	size	missing_book	GLT	40
target_verse	size	missing_book	GLT	44
target_verse	size	missing_book	GLT	45
target_verse	size	miss_end_verse	GLT	47013014
target_verse	size	missing_book	GLT	48
target_verse	size	missing_book	GLT	58
target_verse	size	missing_book	GLT	66
